id,carat,price,cut,cut_nom,clarity,clarity_nom,color,color_nom,diamond_shape,ring_setting,metal_quality,merchant_title,ring_title,ring_description,prod_name_raw,mrch_id,product_url,image_url,image_url2,image_url3,ring_metal,votes,local_merchant_flag,priority_score,merchant_city
2171,1,14150,Very Good,3,VVS1,6,D,7,Round,Halo,White Gold,Davidson & Licht,Precision by Davidson & Licht  2092,New Aire Cushion Halo Top with Round Center and Loop Shank Engagement Ring,Precision by Davidson & Licht  2092,1,http://www.davidsonandlicht.com/product/2092/,http://www.davidsonandlicht.com/wp-content/uploads/2092_C1-507x380.jpg,http://www.davidsonandlicht.com/wp-content/uploads/2092_C2-199x149.jpg,http://www.davidsonandlicht.com/wp-content/uploads/2092_C3-199x149.jpg,White Gold,1,1,1,3
2172,0.25,8538,Very Good,3,VS1,4,D,7,Round,Halo,Platinum,Davidson & Licht,Precision by Davidson & Licht  2660,Extraordinary Double Halo Round with Diamond Shank Engagement Ring,Precision by Davidson & Licht  2660,1,http://www.davidsonandlicht.com/product/2660/,http://www.davidsonandlicht.com/wp-content/uploads/2660_C1-507x380.jpg,http://www.davidsonandlicht.com/wp-content/uploads/2660_C2-199x149.jpg,http://www.davidsonandlicht.com/wp-content/uploads/2660_C3-199x149.jpg,Platinum,1,1,1,3
2173,0.25,7538,Very Good,3,VS1,4,D,7,Round,Halo,White Gold,Davidson & Licht,Precision by Davidson & Licht  2660,Extraordinary Double Halo Round with Diamond Shank Engagement Ring,Precision by Davidson & Licht  2660,1,http://www.davidsonandlicht.com/product/2660/,http://www.davidsonandlicht.com/wp-content/uploads/2660_C1-507x380.jpg,http://www.davidsonandlicht.com/wp-content/uploads/2660_C2-199x149.jpg,http://www.davidsonandlicht.com/wp-content/uploads/2660_C3-199x149.jpg,White Gold,1,1,1,3
2174,0.5,10805,Very Good,3,VS1,4,D,7,Round,Halo,Platinum,Davidson & Licht,Precision by Davidson & Licht  2660,Extraordinary Double Halo Round with Diamond Shank Engagement Ring,Precision by Davidson & Licht  2660,1,http://www.davidsonandlicht.com/product/2660/,http://www.davidsonandlicht.com/wp-content/uploads/2660_C1-507x380.jpg,http://www.davidsonandlicht.com/wp-content/uploads/2660_C2-199x149.jpg,http://www.davidsonandlicht.com/wp-content/uploads/2660_C3-199x149.jpg,Platinum,1,1,1,3
2175,0.5,9805,Very Good,3,VS1,4,D,7,Round,Halo,White Gold,Davidson & Licht,Precision by Davidson & Licht  2660,Extraordinary Double Halo Round with Diamond Shank Engagement Ring,Precision by Davidson & Licht  2660,1,http://www.davidsonandlicht.com/product/2660/,http://www.davidsonandlicht.com/wp-content/uploads/2660_C1-507x380.jpg,http://www.davidsonandlicht.com/wp-content/uploads/2660_C2-199x149.jpg,http://www.davidsonandlicht.com/wp-content/uploads/2660_C3-199x149.jpg,White Gold,1,1,1,3
2176,0.5,10828,Very Good,3,VVS1,6,D,7,Round,Halo,Platinum,Davidson & Licht,Precision by Davidson & Licht  2660,Extraordinary Double Halo Round with Diamond Shank Engagement Ring,Precision by Davidson & Licht  2660,1,http://www.davidsonandlicht.com/product/2660/,http://www.davidsonandlicht.com/wp-content/uploads/2660_C1-507x380.jpg,http://www.davidsonandlicht.com/wp-content/uploads/2660_C2-199x149.jpg,http://www.davidsonandlicht.com/wp-content/uploads/2660_C3-199x149.jpg,Platinum,1,1,1,3
2177,0.5,9828,Very Good,3,VVS1,6,D,7,Round,Halo,White Gold,Davidson & Licht,Precision by Davidson & Licht  2660,Extraordinary Double Halo Round with Diamond Shank Engagement Ring,Precision by Davidson & Licht  2660,1,http://www.davidsonandlicht.com/product/2660/,http://www.davidsonandlicht.com/wp-content/uploads/2660_C1-507x380.jpg,http://www.davidsonandlicht.com/wp-content/uploads/2660_C2-199x149.jpg,http://www.davidsonandlicht.com/wp-content/uploads/2660_C3-199x149.jpg,White Gold,1,1,1,3
2178,0.75,12170,Very Good,3,VS1,4,D,7,Round,Halo,Platinum,Davidson & Licht,Precision by Davidson & Licht  2660,Extraordinary Double Halo Round with Diamond Shank Engagement Ring,Precision by Davidson & Licht  2660,1,http://www.davidsonandlicht.com/product/2660/,http://www.davidsonandlicht.com/wp-content/uploads/2660_C1-507x380.jpg,http://www.davidsonandlicht.com/wp-content/uploads/2660_C2-199x149.jpg,http://www.davidsonandlicht.com/wp-content/uploads/2660_C3-199x149.jpg,Platinum,1,1,1,3
2179,0.75,11170,Very Good,3,VS1,4,D,7,Round,Halo,White Gold,Davidson & Licht,Precision by Davidson & Licht  2660,Extraordinary Double Halo Round with Diamond Shank Engagement Ring,Precision by Davidson & Licht  2660,1,http://www.davidsonandlicht.com/product/2660/,http://www.davidsonandlicht.com/wp-content/uploads/2660_C1-507x380.jpg,http://www.davidsonandlicht.com/wp-content/uploads/2660_C2-199x149.jpg,http://www.davidsonandlicht.com/wp-content/uploads/2660_C3-199x149.jpg,White Gold,1,1,1,3
2180,0.75,12755,Very Good,3,VVS1,6,D,7,Round,Halo,Platinum,Davidson & Licht,Precision by Davidson & Licht  2660,Extraordinary Double Halo Round with Diamond Shank Engagement Ring,Precision by Davidson & Licht  2660,1,http://www.davidsonandlicht.com/product/2660/,http://www.davidsonandlicht.com/wp-content/uploads/2660_C1-507x380.jpg,http://www.davidsonandlicht.com/wp-content/uploads/2660_C2-199x149.jpg,http://www.davidsonandlicht.com/wp-content/uploads/2660_C3-199x149.jpg,Platinum,1,1,1,3
2181,0.75,11755,Very Good,3,VVS1,6,D,7,Round,Halo,White Gold,Davidson & Licht,Precision by Davidson & Licht  2660,Extraordinary Double Halo Round with Diamond Shank Engagement Ring,Precision by Davidson & Licht  2660,1,http://www.davidsonandlicht.com/product/2660/,http://www.davidsonandlicht.com/wp-content/uploads/2660_C1-507x380.jpg,http://www.davidsonandlicht.com/wp-content/uploads/2660_C2-199x149.jpg,http://www.davidsonandlicht.com/wp-content/uploads/2660_C3-199x149.jpg,White Gold,1,1,1,3
2182,1,17450,Very Good,3,VS1,4,D,7,Round,Halo,Platinum,Davidson & Licht,Precision by Davidson & Licht  2660,Extraordinary Double Halo Round with Diamond Shank Engagement Ring,Precision by Davidson & Licht  2660,1,http://www.davidsonandlicht.com/product/2660/,http://www.davidsonandlicht.com/wp-content/uploads/2660_C1-507x380.jpg,http://www.davidsonandlicht.com/wp-content/uploads/2660_C2-199x149.jpg,http://www.davidsonandlicht.com/wp-content/uploads/2660_C3-199x149.jpg,Platinum,1,1,1,3
2183,1,16450,Very Good,3,VS1,4,D,7,Round,Halo,White Gold,Davidson & Licht,Precision by Davidson & Licht  2660,Extraordinary Double Halo Round with Diamond Shank Engagement Ring,Precision by Davidson & Licht  2660,1,http://www.davidsonandlicht.com/product/2660/,http://www.davidsonandlicht.com/wp-content/uploads/2660_C1-507x380.jpg,http://www.davidsonandlicht.com/wp-content/uploads/2660_C2-199x149.jpg,http://www.davidsonandlicht.com/wp-content/uploads/2660_C3-199x149.jpg,White Gold,1,1,1,3
2184,1,20474,Very Good,3,VVS1,6,D,7,Round,Halo,Platinum,Davidson & Licht,Precision by Davidson & Licht  2660,Extraordinary Double Halo Round with Diamond Shank Engagement Ring,Precision by Davidson & Licht  2660,1,http://www.davidsonandlicht.com/product/2660/,http://www.davidsonandlicht.com/wp-content/uploads/2660_C1-507x380.jpg,http://www.davidsonandlicht.com/wp-content/uploads/2660_C2-199x149.jpg,http://www.davidsonandlicht.com/wp-content/uploads/2660_C3-199x149.jpg,Platinum,1,1,1,3
2185,1,19474,Very Good,3,VVS1,6,D,7,Round,Halo,White Gold,Davidson & Licht,Precision by Davidson & Licht  2660,Extraordinary Double Halo Round with Diamond Shank Engagement Ring,Precision by Davidson & Licht  2660,1,http://www.davidsonandlicht.com/product/2660/,http://www.davidsonandlicht.com/wp-content/uploads/2660_C1-507x380.jpg,http://www.davidsonandlicht.com/wp-content/uploads/2660_C2-199x149.jpg,http://www.davidsonandlicht.com/wp-content/uploads/2660_C3-199x149.jpg,White Gold,1,1,1,3
2186,0.25,6877,Very Good,3,VS1,4,D,7,Round,Halo,Platinum,Davidson & Licht,Precision by Davidson & Licht  2662,Extraordinary Diamond Halo and Shank Engagement Ring,Precision by Davidson & Licht  2662,1,http://www.davidsonandlicht.com/product/2662/,http://www.davidsonandlicht.com/wp-content/uploads/2662_C1-507x380.jpg,http://www.davidsonandlicht.com/wp-content/uploads/2662_C2-199x149.jpg,http://www.davidsonandlicht.com/wp-content/uploads/2662_C3-199x149.jpg,Platinum,1,1,1,3
2187,0.25,5877,Very Good,3,VS1,4,D,7,Round,Halo,White Gold,Davidson & Licht,Precision by Davidson & Licht  2662,Extraordinary Diamond Halo and Shank Engagement Ring,Precision by Davidson & Licht  2662,1,http://www.davidsonandlicht.com/product/2662/,http://www.davidsonandlicht.com/wp-content/uploads/2662_C1-507x380.jpg,http://www.davidsonandlicht.com/wp-content/uploads/2662_C2-199x149.jpg,http://www.davidsonandlicht.com/wp-content/uploads/2662_C3-199x149.jpg,White Gold,1,1,1,3
2188,0.5,9144,Very Good,3,VS1,4,D,7,Round,Halo,Platinum,Davidson & Licht,Precision by Davidson & Licht  2662,Extraordinary Diamond Halo and Shank Engagement Ring,Precision by Davidson & Licht  2662,1,http://www.davidsonandlicht.com/product/2662/,http://www.davidsonandlicht.com/wp-content/uploads/2662_C1-507x380.jpg,http://www.davidsonandlicht.com/wp-content/uploads/2662_C2-199x149.jpg,http://www.davidsonandlicht.com/wp-content/uploads/2662_C3-199x149.jpg,Platinum,1,1,1,3
2189,0.5,8144,Very Good,3,VS1,4,D,7,Round,Halo,White Gold,Davidson & Licht,Precision by Davidson & Licht  2662,Extraordinary Diamond Halo and Shank Engagement Ring,Precision by Davidson & Licht  2662,1,http://www.davidsonandlicht.com/product/2662/,http://www.davidsonandlicht.com/wp-content/uploads/2662_C1-507x380.jpg,http://www.davidsonandlicht.com/wp-content/uploads/2662_C2-199x149.jpg,http://www.davidsonandlicht.com/wp-content/uploads/2662_C3-199x149.jpg,White Gold,1,1,1,3
2190,0.5,9167,Very Good,3,VVS1,6,D,7,Round,Halo,Platinum,Davidson & Licht,Precision by Davidson & Licht  2662,Extraordinary Diamond Halo and Shank Engagement Ring,Precision by Davidson & Licht  2662,1,http://www.davidsonandlicht.com/product/2662/,http://www.davidsonandlicht.com/wp-content/uploads/2662_C1-507x380.jpg,http://www.davidsonandlicht.com/wp-content/uploads/2662_C2-199x149.jpg,http://www.davidsonandlicht.com/wp-content/uploads/2662_C3-199x149.jpg,Platinum,1,1,1,3
2191,0.5,8167,Very Good,3,VVS1,6,D,7,Round,Halo,White Gold,Davidson & Licht,Precision by Davidson & Licht  2662,Extraordinary Diamond Halo and Shank Engagement Ring,Precision by Davidson & Licht  2662,1,http://www.davidsonandlicht.com/product/2662/,http://www.davidsonandlicht.com/wp-content/uploads/2662_C1-507x380.jpg,http://www.davidsonandlicht.com/wp-content/uploads/2662_C2-199x149.jpg,http://www.davidsonandlicht.com/wp-content/uploads/2662_C3-199x149.jpg,White Gold,1,1,1,3
2192,0.75,10509,Very Good,3,VS1,4,D,7,Round,Halo,Platinum,Davidson & Licht,Precision by Davidson & Licht  2662,Extraordinary Diamond Halo and Shank Engagement Ring,Precision by Davidson & Licht  2662,1,http://www.davidsonandlicht.com/product/2662/,http://www.davidsonandlicht.com/wp-content/uploads/2662_C1-507x380.jpg,http://www.davidsonandlicht.com/wp-content/uploads/2662_C2-199x149.jpg,http://www.davidsonandlicht.com/wp-content/uploads/2662_C3-199x149.jpg,Platinum,1,1,1,3
2193,0.75,9509,Very Good,3,VS1,4,D,7,Round,Halo,White Gold,Davidson & Licht,Precision by Davidson & Licht  2662,Extraordinary Diamond Halo and Shank Engagement Ring,Precision by Davidson & Licht  2662,1,http://www.davidsonandlicht.com/product/2662/,http://www.davidsonandlicht.com/wp-content/uploads/2662_C1-507x380.jpg,http://www.davidsonandlicht.com/wp-content/uploads/2662_C2-199x149.jpg,http://www.davidsonandlicht.com/wp-content/uploads/2662_C3-199x149.jpg,White Gold,1,1,1,3
2194,0.75,11094,Very Good,3,VVS1,6,D,7,Round,Halo,Platinum,Davidson & Licht,Precision by Davidson & Licht  2662,Extraordinary Diamond Halo and Shank Engagement Ring,Precision by Davidson & Licht  2662,1,http://www.davidsonandlicht.com/product/2662/,http://www.davidsonandlicht.com/wp-content/uploads/2662_C1-507x380.jpg,http://www.davidsonandlicht.com/wp-content/uploads/2662_C2-199x149.jpg,http://www.davidsonandlicht.com/wp-content/uploads/2662_C3-199x149.jpg,Platinum,1,1,1,3
2195,0.75,10094,Very Good,3,VVS1,6,D,7,Round,Halo,White Gold,Davidson & Licht,Precision by Davidson & Licht  2662,Extraordinary Diamond Halo and Shank Engagement Ring,Precision by Davidson & Licht  2662,1,http://www.davidsonandlicht.com/product/2662/,http://www.davidsonandlicht.com/wp-content/uploads/2662_C1-507x380.jpg,http://www.davidsonandlicht.com/wp-content/uploads/2662_C2-199x149.jpg,http://www.davidsonandlicht.com/wp-content/uploads/2662_C3-199x149.jpg,White Gold,1,1,1,3
2196,1,15789,Very Good,3,VS1,4,D,7,Round,Halo,Platinum,Davidson & Licht,Precision by Davidson & Licht  2662,Extraordinary Diamond Halo and Shank Engagement Ring,Precision by Davidson & Licht  2662,1,http://www.davidsonandlicht.com/product/2662/,http://www.davidsonandlicht.com/wp-content/uploads/2662_C1-507x380.jpg,http://www.davidsonandlicht.com/wp-content/uploads/2662_C2-199x149.jpg,http://www.davidsonandlicht.com/wp-content/uploads/2662_C3-199x149.jpg,Platinum,1,1,1,3
2197,1,14789,Very Good,3,VS1,4,D,7,Round,Halo,White Gold,Davidson & Licht,Precision by Davidson & Licht  2662,Extraordinary Diamond Halo and Shank Engagement Ring,Precision by Davidson & Licht  2662,1,http://www.davidsonandlicht.com/product/2662/,http://www.davidsonandlicht.com/wp-content/uploads/2662_C1-507x380.jpg,http://www.davidsonandlicht.com/wp-content/uploads/2662_C2-199x149.jpg,http://www.davidsonandlicht.com/wp-content/uploads/2662_C3-199x149.jpg,White Gold,1,1,1,3
2198,1,18813,Very Good,3,VVS1,6,D,7,Round,Halo,Platinum,Davidson & Licht,Precision by Davidson & Licht  2662,Extraordinary Diamond Halo and Shank Engagement Ring,Precision by Davidson & Licht  2662,1,http://www.davidsonandlicht.com/product/2662/,http://www.davidsonandlicht.com/wp-content/uploads/2662_C1-507x380.jpg,http://www.davidsonandlicht.com/wp-content/uploads/2662_C2-199x149.jpg,http://www.davidsonandlicht.com/wp-content/uploads/2662_C3-199x149.jpg,Platinum,1,1,1,3
2199,1,17813,Very Good,3,VVS1,6,D,7,Round,Halo,White Gold,Davidson & Licht,Precision by Davidson & Licht  2662,Extraordinary Diamond Halo and Shank Engagement Ring,Precision by Davidson & Licht  2662,1,http://www.davidsonandlicht.com/product/2662/,http://www.davidsonandlicht.com/wp-content/uploads/2662_C1-507x380.jpg,http://www.davidsonandlicht.com/wp-content/uploads/2662_C2-199x149.jpg,http://www.davidsonandlicht.com/wp-content/uploads/2662_C3-199x149.jpg,White Gold,1,1,1,3
2200,0.25,14269,Very Good,3,VS1,4,D,7,Round,3 Stone,Platinum,Davidson & Licht,Precision by Davidson & Licht  2400,Silk Three Stone Engagement Ring,Precision by Davidson & Licht  2400,1,http://www.davidsonandlicht.com/product/2400/,http://www.davidsonandlicht.com/wp-content/uploads/2400_C1-507x380.jpg,http://www.davidsonandlicht.com/wp-content/uploads/2400_C2-199x149.jpg,,Platinum,1,1,1,3
2201,0.25,13269,Very Good,3,VS1,4,D,7,Round,3 Stone,White Gold,Davidson & Licht,Precision by Davidson & Licht  2400,Silk Three Stone Engagement Ring,Precision by Davidson & Licht  2400,1,http://www.davidsonandlicht.com/product/2400/,http://www.davidsonandlicht.com/wp-content/uploads/2400_C1-507x380.jpg,http://www.davidsonandlicht.com/wp-content/uploads/2400_C2-199x149.jpg,,White Gold,1,1,1,3
2202,0.5,16536,Very Good,3,VS1,4,D,7,Round,3 Stone,Platinum,Davidson & Licht,Precision by Davidson & Licht  2400,Silk Three Stone Engagement Ring,Precision by Davidson & Licht  2400,1,http://www.davidsonandlicht.com/product/2400/,http://www.davidsonandlicht.com/wp-content/uploads/2400_C1-507x380.jpg,http://www.davidsonandlicht.com/wp-content/uploads/2400_C2-199x149.jpg,,Platinum,1,1,1,3
2203,0.5,15536,Very Good,3,VS1,4,D,7,Round,3 Stone,White Gold,Davidson & Licht,Precision by Davidson & Licht  2400,Silk Three Stone Engagement Ring,Precision by Davidson & Licht  2400,1,http://www.davidsonandlicht.com/product/2400/,http://www.davidsonandlicht.com/wp-content/uploads/2400_C1-507x380.jpg,http://www.davidsonandlicht.com/wp-content/uploads/2400_C2-199x149.jpg,,White Gold,1,1,1,3
2204,0.5,16559,Very Good,3,VVS1,6,D,7,Round,3 Stone,Platinum,Davidson & Licht,Precision by Davidson & Licht  2400,Silk Three Stone Engagement Ring,Precision by Davidson & Licht  2400,1,http://www.davidsonandlicht.com/product/2400/,http://www.davidsonandlicht.com/wp-content/uploads/2400_C1-507x380.jpg,http://www.davidsonandlicht.com/wp-content/uploads/2400_C2-199x149.jpg,,Platinum,1,1,1,3
2205,0.5,15559,Very Good,3,VVS1,6,D,7,Round,3 Stone,White Gold,Davidson & Licht,Precision by Davidson & Licht  2400,Silk Three Stone Engagement Ring,Precision by Davidson & Licht  2400,1,http://www.davidsonandlicht.com/product/2400/,http://www.davidsonandlicht.com/wp-content/uploads/2400_C1-507x380.jpg,http://www.davidsonandlicht.com/wp-content/uploads/2400_C2-199x149.jpg,,White Gold,1,1,1,3
2206,0.75,17901,Very Good,3,VS1,4,D,7,Round,3 Stone,Platinum,Davidson & Licht,Precision by Davidson & Licht  2400,Silk Three Stone Engagement Ring,Precision by Davidson & Licht  2400,1,http://www.davidsonandlicht.com/product/2400/,http://www.davidsonandlicht.com/wp-content/uploads/2400_C1-507x380.jpg,http://www.davidsonandlicht.com/wp-content/uploads/2400_C2-199x149.jpg,,Platinum,1,1,1,3
2207,0.75,16901,Very Good,3,VS1,4,D,7,Round,3 Stone,White Gold,Davidson & Licht,Precision by Davidson & Licht  2400,Silk Three Stone Engagement Ring,Precision by Davidson & Licht  2400,1,http://www.davidsonandlicht.com/product/2400/,http://www.davidsonandlicht.com/wp-content/uploads/2400_C1-507x380.jpg,http://www.davidsonandlicht.com/wp-content/uploads/2400_C2-199x149.jpg,,White Gold,1,1,1,3
2208,0.75,18486,Very Good,3,VVS1,6,D,7,Round,3 Stone,Platinum,Davidson & Licht,Precision by Davidson & Licht  2400,Silk Three Stone Engagement Ring,Precision by Davidson & Licht  2400,1,http://www.davidsonandlicht.com/product/2400/,http://www.davidsonandlicht.com/wp-content/uploads/2400_C1-507x380.jpg,http://www.davidsonandlicht.com/wp-content/uploads/2400_C2-199x149.jpg,,Platinum,1,1,1,3
2209,0.75,17486,Very Good,3,VVS1,6,D,7,Round,3 Stone,White Gold,Davidson & Licht,Precision by Davidson & Licht  2400,Silk Three Stone Engagement Ring,Precision by Davidson & Licht  2400,1,http://www.davidsonandlicht.com/product/2400/,http://www.davidsonandlicht.com/wp-content/uploads/2400_C1-507x380.jpg,http://www.davidsonandlicht.com/wp-content/uploads/2400_C2-199x149.jpg,,White Gold,1,1,1,3
2210,1,23181,Very Good,3,VS1,4,D,7,Round,3 Stone,Platinum,Davidson & Licht,Precision by Davidson & Licht  2400,Silk Three Stone Engagement Ring,Precision by Davidson & Licht  2400,1,http://www.davidsonandlicht.com/product/2400/,http://www.davidsonandlicht.com/wp-content/uploads/2400_C1-507x380.jpg,http://www.davidsonandlicht.com/wp-content/uploads/2400_C2-199x149.jpg,,Platinum,1,1,1,3
2211,1,22181,Very Good,3,VS1,4,D,7,Round,3 Stone,White Gold,Davidson & Licht,Precision by Davidson & Licht  2400,Silk Three Stone Engagement Ring,Precision by Davidson & Licht  2400,1,http://www.davidsonandlicht.com/product/2400/,http://www.davidsonandlicht.com/wp-content/uploads/2400_C1-507x380.jpg,http://www.davidsonandlicht.com/wp-content/uploads/2400_C2-199x149.jpg,,White Gold,1,1,1,3
2212,1,26205,Very Good,3,VVS1,6,D,7,Round,3 Stone,Platinum,Davidson & Licht,Precision by Davidson & Licht  2400,Silk Three Stone Engagement Ring,Precision by Davidson & Licht  2400,1,http://www.davidsonandlicht.com/product/2400/,http://www.davidsonandlicht.com/wp-content/uploads/2400_C1-507x380.jpg,http://www.davidsonandlicht.com/wp-content/uploads/2400_C2-199x149.jpg,,Platinum,1,1,1,3
2213,1,25205,Very Good,3,VVS1,6,D,7,Round,3 Stone,White Gold,Davidson & Licht,Precision by Davidson & Licht  2400,Silk Three Stone Engagement Ring,Precision by Davidson & Licht  2400,1,http://www.davidsonandlicht.com/product/2400/,http://www.davidsonandlicht.com/wp-content/uploads/2400_C1-507x380.jpg,http://www.davidsonandlicht.com/wp-content/uploads/2400_C2-199x149.jpg,,White Gold,1,1,1,3
2214,0.25,6547,Very Good,3,VS1,4,D,7,Round,Halo,Platinum,Davidson & Licht,Precision by Davidson & Licht  2664,Extraordinary Halo Round Semi Mount with Pave Single Split Shank ,Precision by Davidson & Licht  2664,1,http://www.davidsonandlicht.com/product/2664/,http://www.davidsonandlicht.com/wp-content/uploads/2664_C1-507x380.jpg,http://www.davidsonandlicht.com/wp-content/uploads/2664_C2-199x149.jpg,http://www.davidsonandlicht.com/wp-content/uploads/2664_C3-199x149.jpg,Platinum,1,1,1,3
2215,0.25,5547,Very Good,3,VS1,4,D,7,Round,Halo,White Gold,Davidson & Licht,Precision by Davidson & Licht  2664,Extraordinary Halo Round Semi Mount with Pave Single Split Shank ,Precision by Davidson & Licht  2664,1,http://www.davidsonandlicht.com/product/2664/,http://www.davidsonandlicht.com/wp-content/uploads/2664_C1-507x380.jpg,http://www.davidsonandlicht.com/wp-content/uploads/2664_C2-199x149.jpg,http://www.davidsonandlicht.com/wp-content/uploads/2664_C3-199x149.jpg,White Gold,1,1,1,3
2216,0.5,8814,Very Good,3,VS1,4,D,7,Round,Halo,Platinum,Davidson & Licht,Precision by Davidson & Licht  2664,Extraordinary Halo Round Semi Mount with Pave Single Split Shank ,Precision by Davidson & Licht  2664,1,http://www.davidsonandlicht.com/product/2664/,http://www.davidsonandlicht.com/wp-content/uploads/2664_C1-507x380.jpg,http://www.davidsonandlicht.com/wp-content/uploads/2664_C2-199x149.jpg,http://www.davidsonandlicht.com/wp-content/uploads/2664_C3-199x149.jpg,Platinum,1,1,1,3
2217,0.5,7814,Very Good,3,VS1,4,D,7,Round,Halo,White Gold,Davidson & Licht,Precision by Davidson & Licht  2664,Extraordinary Halo Round Semi Mount with Pave Single Split Shank ,Precision by Davidson & Licht  2664,1,http://www.davidsonandlicht.com/product/2664/,http://www.davidsonandlicht.com/wp-content/uploads/2664_C1-507x380.jpg,http://www.davidsonandlicht.com/wp-content/uploads/2664_C2-199x149.jpg,http://www.davidsonandlicht.com/wp-content/uploads/2664_C3-199x149.jpg,White Gold,1,1,1,3
2218,0.5,8837,Very Good,3,VVS1,6,D,7,Round,Halo,Platinum,Davidson & Licht,Precision by Davidson & Licht  2664,Extraordinary Halo Round Semi Mount with Pave Single Split Shank ,Precision by Davidson & Licht  2664,1,http://www.davidsonandlicht.com/product/2664/,http://www.davidsonandlicht.com/wp-content/uploads/2664_C1-507x380.jpg,http://www.davidsonandlicht.com/wp-content/uploads/2664_C2-199x149.jpg,http://www.davidsonandlicht.com/wp-content/uploads/2664_C3-199x149.jpg,Platinum,1,1,1,3
2219,0.5,7837,Very Good,3,VVS1,6,D,7,Round,Halo,White Gold,Davidson & Licht,Precision by Davidson & Licht  2664,Extraordinary Halo Round Semi Mount with Pave Single Split Shank ,Precision by Davidson & Licht  2664,1,http://www.davidsonandlicht.com/product/2664/,http://www.davidsonandlicht.com/wp-content/uploads/2664_C1-507x380.jpg,http://www.davidsonandlicht.com/wp-content/uploads/2664_C2-199x149.jpg,http://www.davidsonandlicht.com/wp-content/uploads/2664_C3-199x149.jpg,White Gold,1,1,1,3
2220,0.75,10179,Very Good,3,VS1,4,D,7,Round,Halo,Platinum,Davidson & Licht,Precision by Davidson & Licht  2664,Extraordinary Halo Round Semi Mount with Pave Single Split Shank ,Precision by Davidson & Licht  2664,1,http://www.davidsonandlicht.com/product/2664/,http://www.davidsonandlicht.com/wp-content/uploads/2664_C1-507x380.jpg,http://www.davidsonandlicht.com/wp-content/uploads/2664_C2-199x149.jpg,http://www.davidsonandlicht.com/wp-content/uploads/2664_C3-199x149.jpg,Platinum,1,1,1,3
2221,0.75,9179,Very Good,3,VS1,4,D,7,Round,Halo,White Gold,Davidson & Licht,Precision by Davidson & Licht  2664,Extraordinary Halo Round Semi Mount with Pave Single Split Shank ,Precision by Davidson & Licht  2664,1,http://www.davidsonandlicht.com/product/2664/,http://www.davidsonandlicht.com/wp-content/uploads/2664_C1-507x380.jpg,http://www.davidsonandlicht.com/wp-content/uploads/2664_C2-199x149.jpg,http://www.davidsonandlicht.com/wp-content/uploads/2664_C3-199x149.jpg,White Gold,1,1,1,3
2222,0.75,10764,Very Good,3,VVS1,6,D,7,Round,Halo,Platinum,Davidson & Licht,Precision by Davidson & Licht  2664,Extraordinary Halo Round Semi Mount with Pave Single Split Shank ,Precision by Davidson & Licht  2664,1,http://www.davidsonandlicht.com/product/2664/,http://www.davidsonandlicht.com/wp-content/uploads/2664_C1-507x380.jpg,http://www.davidsonandlicht.com/wp-content/uploads/2664_C2-199x149.jpg,http://www.davidsonandlicht.com/wp-content/uploads/2664_C3-199x149.jpg,Platinum,1,1,1,3
2223,0.75,9764,Very Good,3,VVS1,6,D,7,Round,Halo,White Gold,Davidson & Licht,Precision by Davidson & Licht  2664,Extraordinary Halo Round Semi Mount with Pave Single Split Shank ,Precision by Davidson & Licht  2664,1,http://www.davidsonandlicht.com/product/2664/,http://www.davidsonandlicht.com/wp-content/uploads/2664_C1-507x380.jpg,http://www.davidsonandlicht.com/wp-content/uploads/2664_C2-199x149.jpg,http://www.davidsonandlicht.com/wp-content/uploads/2664_C3-199x149.jpg,White Gold,1,1,1,3
2224,1,15459,Very Good,3,VS1,4,D,7,Round,Halo,Platinum,Davidson & Licht,Precision by Davidson & Licht  2664,Extraordinary Halo Round Semi Mount with Pave Single Split Shank ,Precision by Davidson & Licht  2664,1,http://www.davidsonandlicht.com/product/2664/,http://www.davidsonandlicht.com/wp-content/uploads/2664_C1-507x380.jpg,http://www.davidsonandlicht.com/wp-content/uploads/2664_C2-199x149.jpg,http://www.davidsonandlicht.com/wp-content/uploads/2664_C3-199x149.jpg,Platinum,1,1,1,3
2225,1,14459,Very Good,3,VS1,4,D,7,Round,Halo,White Gold,Davidson & Licht,Precision by Davidson & Licht  2664,Extraordinary Halo Round Semi Mount with Pave Single Split Shank ,Precision by Davidson & Licht  2664,1,http://www.davidsonandlicht.com/product/2664/,http://www.davidsonandlicht.com/wp-content/uploads/2664_C1-507x380.jpg,http://www.davidsonandlicht.com/wp-content/uploads/2664_C2-199x149.jpg,http://www.davidsonandlicht.com/wp-content/uploads/2664_C3-199x149.jpg,White Gold,1,1,1,3
2226,1,18483,Very Good,3,VVS1,6,D,7,Round,Halo,Platinum,Davidson & Licht,Precision by Davidson & Licht  2664,Extraordinary Halo Round Semi Mount with Pave Single Split Shank ,Precision by Davidson & Licht  2664,1,http://www.davidsonandlicht.com/product/2664/,http://www.davidsonandlicht.com/wp-content/uploads/2664_C1-507x380.jpg,http://www.davidsonandlicht.com/wp-content/uploads/2664_C2-199x149.jpg,http://www.davidsonandlicht.com/wp-content/uploads/2664_C3-199x149.jpg,Platinum,1,1,1,3
