id,carat,price,cut,cut_nom,clarity,clarity_nom,color,color_nom,diamond_shape,ring_setting,ring_metal,metal_quality,merchant_title,ring_title,ring_description,prod_name_raw,mrch_id,product_url,image_url,image_url2,image_url3,votes,local_merchant_flag,priority_score,merchant_city
95,0.4,2493.4,Very Good,3,VVS1,6,E,6,ROUND,SOLITAIRE,WHITE GOLD,WHITE GOLD,Wedding Bands Company,6-Prong Classic Solitaire Engagement Ring,"Classic 18k white gold solitaire engagement ring,designed to elegantly complement your choice of center diamond.",6-Prong Classic Solitaire Engagement Ring,7,,http://weddingbandscompany.com/images/products/display/6ProngClassicSolitaireEngagementRing140309H.jpg,,,60,1,3,3
96,0.42,2500.12,Excellent,4,VVS2,5,D,7,ROUND,SOLITAIRE,WHITE GOLD,WHITE GOLD,Wedding Bands Company,6-Prong Classic Solitaire Engagement Ring,"Classic 18k white gold solitaire engagement ring,designed to elegantly complement your choice of center diamond.",6-Prong Classic Solitaire Engagement Ring,7,,http://weddingbandscompany.com/images/products/display/6ProngClassicSolitaireEngagementRing140309H.jpg,,,26,1,3,3
97,0.5,3495.97,Very Good,3,VVS2,5,D,7,ROUND,SOLITAIRE,WHITE GOLD,WHITE GOLD,Wedding Bands Company,6-Prong Classic Solitaire Engagement Ring,"Classic 18k white gold solitaire engagement ring,designed to elegantly complement your choice of center diamond.",6-Prong Classic Solitaire Engagement Ring,7,,http://weddingbandscompany.com/images/products/display/6ProngClassicSolitaireEngagementRing140309H.jpg,,,12,1,3,3
98,0.66,3569.96,Good,2,VVS2,5,F,5,ROUND,SOLITAIRE,WHITE GOLD,WHITE GOLD,Wedding Bands Company,6-Prong Classic Solitaire Engagement Ring,"Classic 18k white gold solitaire engagement ring,designed to elegantly complement your choice of center diamond.",6-Prong Classic Solitaire Engagement Ring,7,,http://weddingbandscompany.com/images/products/display/6ProngClassicSolitaireEngagementRing140309H.jpg,,,14,1,3,3
99,0.51,3696.18,Very Good,3,VVS1,6,E,6,ROUND,SOLITAIRE,WHITE GOLD,WHITE GOLD,Wedding Bands Company,6-Prong Classic Solitaire Engagement Ring,"Classic 18k white gold solitaire engagement ring,designed to elegantly complement your choice of center diamond.",6-Prong Classic Solitaire Engagement Ring,7,,http://weddingbandscompany.com/images/products/display/6ProngClassicSolitaireEngagementRing140309H.jpg,,,55,1,3,3
100,0.55,3791.87,Very Good,3,IF,7,F,5,ROUND,SOLITAIRE,WHITE GOLD,WHITE GOLD,Wedding Bands Company,6-Prong Classic Solitaire Engagement Ring,"Classic 18k white gold solitaire engagement ring,designed to elegantly complement your choice of center diamond.",6-Prong Classic Solitaire Engagement Ring,7,,http://weddingbandscompany.com/images/products/display/6ProngClassicSolitaireEngagementRing140309H.jpg,,,83,1,3,3
101,0.75,5613.39,Very Good,3,VVS2,5,E,6,ROUND,SOLITAIRE,WHITE GOLD,WHITE GOLD,Wedding Bands Company,6-Prong Classic Solitaire Engagement Ring,"Classic 18k white gold solitaire engagement ring,designed to elegantly complement your choice of center diamond.",6-Prong Classic Solitaire Engagement Ring,7,,http://weddingbandscompany.com/images/products/display/6ProngClassicSolitaireEngagementRing140309H.jpg,,,38,1,3,3
102,0.7,5984.64,Good,2,VVS1,6,D,7,ROUND,SOLITAIRE,WHITE GOLD,WHITE GOLD,Wedding Bands Company,6-Prong Classic Solitaire Engagement Ring,"Classic 18k white gold solitaire engagement ring,designed to elegantly complement your choice of center diamond.",6-Prong Classic Solitaire Engagement Ring,7,,http://weddingbandscompany.com/images/products/display/6ProngClassicSolitaireEngagementRing140309H.jpg,,,1,1,3,3
103,0.8,6031.73,Very Good,3,VVS1,6,E,6,ROUND,SOLITAIRE,WHITE GOLD,WHITE GOLD,Wedding Bands Company,6-Prong Classic Solitaire Engagement Ring,"Classic 18k white gold solitaire engagement ring,designed to elegantly complement your choice of center diamond.",6-Prong Classic Solitaire Engagement Ring,7,,http://weddingbandscompany.com/images/products/display/6ProngClassicSolitaireEngagementRing140309H.jpg,,,68,1,3,3
104,0.82,6067.14,Very Good,3,VVS1,6,E,6,ROUND,SOLITAIRE,WHITE GOLD,WHITE GOLD,Wedding Bands Company,6-Prong Classic Solitaire Engagement Ring,"Classic 18k white gold solitaire engagement ring,designed to elegantly complement your choice of center diamond.",6-Prong Classic Solitaire Engagement Ring,7,,http://weddingbandscompany.com/images/products/display/6ProngClassicSolitaireEngagementRing140309H.jpg,,,50,1,3,3
105,0.77,6192.1,Excellent,4,VVS1,6,F,5,ROUND,SOLITAIRE,WHITE GOLD,WHITE GOLD,Wedding Bands Company,6-Prong Classic Solitaire Engagement Ring,"Classic 18k white gold solitaire engagement ring,designed to elegantly complement your choice of center diamond.",6-Prong Classic Solitaire Engagement Ring,7,,http://weddingbandscompany.com/images/products/display/6ProngClassicSolitaireEngagementRing140309H.jpg,,,96,1,3,3
106,0.9,8511,Good,2,VVS2,5,E,6,ROUND,SOLITAIRE,WHITE GOLD,WHITE GOLD,Wedding Bands Company,6-Prong Classic Solitaire Engagement Ring,"Classic 18k white gold solitaire engagement ring,designed to elegantly complement your choice of center diamond.",6-Prong Classic Solitaire Engagement Ring,7,,http://weddingbandscompany.com/images/products/display/6ProngClassicSolitaireEngagementRing140309H.jpg,,,87,1,3,3
107,0.91,8577.05,Very Good,3,IF,7,F,5,ROUND,SOLITAIRE,WHITE GOLD,WHITE GOLD,Wedding Bands Company,6-Prong Classic Solitaire Engagement Ring,"Classic 18k white gold solitaire engagement ring,designed to elegantly complement your choice of center diamond.",6-Prong Classic Solitaire Engagement Ring,7,,http://weddingbandscompany.com/images/products/display/6ProngClassicSolitaireEngagementRing140309H.jpg,,,47,1,3,3
108,1.01,10578.82,Very Good,3,VVS2,5,F,5,ROUND,SOLITAIRE,WHITE GOLD,WHITE GOLD,Wedding Bands Company,6-Prong Classic Solitaire Engagement Ring,"Classic 18k white gold solitaire engagement ring,designed to elegantly complement your choice of center diamond.",6-Prong Classic Solitaire Engagement Ring,7,,http://weddingbandscompany.com/images/products/display/6ProngClassicSolitaireEngagementRing140309H.jpg,,,50,1,3,3
109,1.01,10663.51,Very Good,3,VVS2,5,F,5,ROUND,SOLITAIRE,WHITE GOLD,WHITE GOLD,Wedding Bands Company,6-Prong Classic Solitaire Engagement Ring,"Classic 18k white gold solitaire engagement ring,designed to elegantly complement your choice of center diamond.",6-Prong Classic Solitaire Engagement Ring,7,,http://weddingbandscompany.com/images/products/display/6ProngClassicSolitaireEngagementRing140309H.jpg,,,16,1,3,3
110,1.01,10663.51,Good,2,VVS2,5,F,5,ROUND,SOLITAIRE,WHITE GOLD,WHITE GOLD,Wedding Bands Company,6-Prong Classic Solitaire Engagement Ring,"Classic 18k white gold solitaire engagement ring,designed to elegantly complement your choice of center diamond.",6-Prong Classic Solitaire Engagement Ring,7,,http://weddingbandscompany.com/images/products/display/6ProngClassicSolitaireEngagementRing140309H.jpg,,,57,1,3,3
111,0.4,2373.04,Very Good,3,IF,7,F,5,ROUND,SOLITAIRE,PLATINUM,PLATINUM,Wedding Bands Company,6-Prong Classic Solitaire Engagement Ring,"Classic 18k platinum solitaire engagement ring,designed to elegantly complement your choice of center diamond.",6-Prong Classic Solitaire Engagement Ring,7,,http://weddingbandscompany.com/images/products/display/6ProngClassicSolitaireEngagementRing140309H.jpg,,,30,1,3,3
112,0.4,2373.04,Very Good,3,VVS2,5,D,7,ROUND,SOLITAIRE,PLATINUM,PLATINUM,Wedding Bands Company,6-Prong Classic Solitaire Engagement Ring,"Classic platinum solitaire engagement ring,designed to elegantly complement your choice of center diamond.",6-Prong Classic Solitaire Engagement Ring,7,,http://weddingbandscompany.com/images/products/display/6ProngClassicSolitaireEngagementRing140309H.jpg,,,89,1,3,3
113,0.4,2455.73,Very Good,3,IF,7,F,5,ROUND,SOLITAIRE,PLATINUM,PLATINUM,Wedding Bands Company,6-Prong Classic Solitaire Engagement Ring,"Classic platinum solitaire engagement ring,designed to elegantly complement your choice of center diamond.",6-Prong Classic Solitaire Engagement Ring,7,,http://weddingbandscompany.com/images/products/display/6ProngClassicSolitaireEngagementRing140309H.jpg,,,100,1,3,3
114,0.41,2578.73,Excellent,4,VVS1,6,E,6,ROUND,SOLITAIRE,PLATINUM,PLATINUM,Wedding Bands Company,6-Prong Classic Solitaire Engagement Ring,"Classic platinum solitaire engagement ring,designed to elegantly complement your choice of center diamond.",6-Prong Classic Solitaire Engagement Ring,7,,http://weddingbandscompany.com/images/products/display/6ProngClassicSolitaireEngagementRing140309H.jpg,,,24,1,3,3
115,0.4,2579.76,Very Good,3,VVS1,6,E,6,ROUND,SOLITAIRE,PLATINUM,PLATINUM,Wedding Bands Company,6-Prong Classic Solitaire Engagement Ring,"Classic platinum solitaire engagement ring,designed to elegantly complement your choice of center diamond.",6-Prong Classic Solitaire Engagement Ring,7,,http://weddingbandscompany.com/images/products/display/6ProngClassicSolitaireEngagementRing140309H.jpg,,,73,1,3,3
116,0.42,2586.48,Excellent,4,VVS2,5,D,7,ROUND,SOLITAIRE,PLATINUM,PLATINUM,Wedding Bands Company,6-Prong Classic Solitaire Engagement Ring,"Classic platinum solitaire engagement ring,designed to elegantly complement your choice of center diamond.",6-Prong Classic Solitaire Engagement Ring,7,,http://weddingbandscompany.com/images/products/display/6ProngClassicSolitaireEngagementRing140309H.jpg,,,28,1,3,3
117,0.5,3582.33,Very Good,3,VVS2,5,D,7,ROUND,SOLITAIRE,PLATINUM,PLATINUM,Wedding Bands Company,6-Prong Classic Solitaire Engagement Ring,"Classic platinum solitaire engagement ring,designed to elegantly complement your choice of center diamond.",6-Prong Classic Solitaire Engagement Ring,7,,http://weddingbandscompany.com/images/products/display/6ProngClassicSolitaireEngagementRing140309H.jpg,,,58,1,3,3
118,0.66,3656.32,Good,2,VVS2,5,F,5,ROUND,SOLITAIRE,PLATINUM,PLATINUM,Wedding Bands Company,6-Prong Classic Solitaire Engagement Ring,"Classic platinum solitaire engagement ring,designed to elegantly complement your choice of center diamond.",6-Prong Classic Solitaire Engagement Ring,7,,http://weddingbandscompany.com/images/products/display/6ProngClassicSolitaireEngagementRing140309H.jpg,,,12,1,3,3
119,0.51,3782.54,Very Good,3,VVS1,6,E,6,ROUND,SOLITAIRE,PLATINUM,PLATINUM,Wedding Bands Company,6-Prong Classic Solitaire Engagement Ring,"Classic platinum solitaire engagement ring,designed to elegantly complement your choice of center diamond.",6-Prong Classic Solitaire Engagement Ring,7,,http://weddingbandscompany.com/images/products/display/6ProngClassicSolitaireEngagementRing140309H.jpg,,,32,1,3,3
120,0.55,3878.23,Very Good,3,IF,7,F,5,ROUND,SOLITAIRE,PLATINUM,PLATINUM,Wedding Bands Company,6-Prong Classic Solitaire Engagement Ring,"Classic platinum solitaire engagement ring,designed to elegantly complement your choice of center diamond.",6-Prong Classic Solitaire Engagement Ring,7,,http://weddingbandscompany.com/images/products/display/6ProngClassicSolitaireEngagementRing140309H.jpg,,,90,1,3,3
121,0.75,5699.75,Very Good,3,VVS2,5,E,6,ROUND,SOLITAIRE,PLATINUM,PLATINUM,Wedding Bands Company,6-Prong Classic Solitaire Engagement Ring,"Classic platinum solitaire engagement ring,designed to elegantly complement your choice of center diamond.",6-Prong Classic Solitaire Engagement Ring,7,,http://weddingbandscompany.com/images/products/display/6ProngClassicSolitaireEngagementRing140309H.jpg,,,83,1,3,3
122,0.7,6071,Good,2,VVS1,6,D,7,ROUND,SOLITAIRE,PLATINUM,PLATINUM,Wedding Bands Company,6-Prong Classic Solitaire Engagement Ring,"Classic platinum solitaire engagement ring,designed to elegantly complement your choice of center diamond.",6-Prong Classic Solitaire Engagement Ring,7,,http://weddingbandscompany.com/images/products/display/6ProngClassicSolitaireEngagementRing140309H.jpg,,,39,1,3,3
123,0.8,6118.09,Very Good,3,VVS1,6,E,6,ROUND,SOLITAIRE,PLATINUM,PLATINUM,Wedding Bands Company,6-Prong Classic Solitaire Engagement Ring,"Classic platinum solitaire engagement ring,designed to elegantly complement your choice of center diamond.",6-Prong Classic Solitaire Engagement Ring,7,,http://weddingbandscompany.com/images/products/display/6ProngClassicSolitaireEngagementRing140309H.jpg,,,72,1,3,3
124,0.82,6153.5,Very Good,3,VVS1,6,E,6,ROUND,SOLITAIRE,PLATINUM,PLATINUM,Wedding Bands Company,6-Prong Classic Solitaire Engagement Ring,"Classic platinum solitaire engagement ring,designed to elegantly complement your choice of center diamond.",6-Prong Classic Solitaire Engagement Ring,7,,http://weddingbandscompany.com/images/products/display/6ProngClassicSolitaireEngagementRing140309H.jpg,,,90,1,3,3
125,0.77,6278.46,Excellent,4,VVS1,6,F,5,ROUND,SOLITAIRE,PLATINUM,PLATINUM,Wedding Bands Company,6-Prong Classic Solitaire Engagement Ring,"Classic platinum solitaire engagement ring,designed to elegantly complement your choice of center diamond.",6-Prong Classic Solitaire Engagement Ring,7,,http://weddingbandscompany.com/images/products/display/6ProngClassicSolitaireEngagementRing140309H.jpg,,,1,1,3,3
126,0.9,8597.36,Good,2,VVS2,5,E,6,ROUND,SOLITAIRE,PLATINUM,PLATINUM,Wedding Bands Company,6-Prong Classic Solitaire Engagement Ring,"Classic platinum solitaire engagement ring,designed to elegantly complement your choice of center diamond.",6-Prong Classic Solitaire Engagement Ring,7,,http://weddingbandscompany.com/images/products/display/6ProngClassicSolitaireEngagementRing140309H.jpg,,,17,1,3,3
127,0.91,8663.41,Very Good,3,IF,7,F,5,ROUND,SOLITAIRE,PLATINUM,PLATINUM,Wedding Bands Company,6-Prong Classic Solitaire Engagement Ring,"Classic platinum solitaire engagement ring,designed to elegantly complement your choice of center diamond.",6-Prong Classic Solitaire Engagement Ring,7,,http://weddingbandscompany.com/images/products/display/6ProngClassicSolitaireEngagementRing140309H.jpg,,,31,1,3,3
128,1.01,10665.18,Very Good,3,VVS2,5,F,5,ROUND,SOLITAIRE,PLATINUM,PLATINUM,Wedding Bands Company,6-Prong Classic Solitaire Engagement Ring,"Classic platinum solitaire engagement ring,designed to elegantly complement your choice of center diamond.",6-Prong Classic Solitaire Engagement Ring,7,,http://weddingbandscompany.com/images/products/display/6ProngClassicSolitaireEngagementRing140309H.jpg,,,71,1,3,3
129,1.01,10749.87,Very Good,3,VVS2,5,F,5,ROUND,SOLITAIRE,PLATINUM,PLATINUM,Wedding Bands Company,6-Prong Classic Solitaire Engagement Ring,"Classic platinum solitaire engagement ring,designed to elegantly complement your choice of center diamond.",6-Prong Classic Solitaire Engagement Ring,7,,http://weddingbandscompany.com/images/products/display/6ProngClassicSolitaireEngagementRing140309H.jpg,,,20,1,3,3
130,1.01,10749.87,Good,2,VVS2,5,F,5,ROUND,SOLITAIRE,PLATINUM,PLATINUM,Wedding Bands Company,6-Prong Classic Solitaire Engagement Ring,"Classic platinum solitaire engagement ring,designed to elegantly complement your choice of center diamond.",6-Prong Classic Solitaire Engagement Ring,7,,http://weddingbandscompany.com/images/products/display/6ProngClassicSolitaireEngagementRing140309H.jpg,,,39,1,3,3
131,0.4,2174.28,Very Good,3,IF,7,F,5,ROUND,SOLITAIRE,WHITE GOLD,WHITE GOLD,Wedding Bands Company,Cathedral Round Solitaire Engagement Ring,"18k white gold classic solitaire engagement ring,designed to elegantly complement your choice of center diamond",Cathedral Round Solitaire Engagement Ring,7,,http://weddingbandscompany.com/images/products/display/CathedralStyleRoundSolitaireEngagementRing121557.jpg,,,23,1,3,3
132,0.4,2174.28,Very Good,3,VVS2,5,D,7,ROUND,SOLITAIRE,WHITE GOLD,WHITE GOLD,Wedding Bands Company,Cathedral Round Solitaire Engagement Ring,"18k white gold classic solitaire engagement ring,designed to elegantly complement your choice of center diamond",Cathedral Round Solitaire Engagement Ring,7,,http://weddingbandscompany.com/images/products/display/CathedralStyleRoundSolitaireEngagementRing121557.jpg,,,46,1,3,3
133,0.4,2256.97,Very Good,3,IF,7,F,5,ROUND,SOLITAIRE,WHITE GOLD,WHITE GOLD,Wedding Bands Company,Cathedral Round Solitaire Engagement Ring,"18k white gold classic solitaire engagement ring,designed to elegantly complement your choice of center diamond",Cathedral Round Solitaire Engagement Ring,7,,http://weddingbandscompany.com/images/products/display/CathedralStyleRoundSolitaireEngagementRing121557.jpg,,,17,1,3,3
134,0.41,2379.97,Excellent,4,VVS1,6,E,6,ROUND,SOLITAIRE,WHITE GOLD,WHITE GOLD,Wedding Bands Company,Cathedral Round Solitaire Engagement Ring,"18k white gold classic solitaire engagement ring,designed to elegantly complement your choice of center diamond",Cathedral Round Solitaire Engagement Ring,7,,http://weddingbandscompany.com/images/products/display/CathedralStyleRoundSolitaireEngagementRing121557.jpg,,,40,1,3,3
135,0.4,2381,Very Good,3,VVS1,6,E,6,ROUND,SOLITAIRE,WHITE GOLD,WHITE GOLD,Wedding Bands Company,Cathedral Round Solitaire Engagement Ring,"18k white gold classic solitaire engagement ring,designed to elegantly complement your choice of center diamond",Cathedral Round Solitaire Engagement Ring,7,,http://weddingbandscompany.com/images/products/display/CathedralStyleRoundSolitaireEngagementRing121557.jpg,,,23,1,3,3
136,0.42,2387.72,Excellent,4,VVS2,5,D,7,ROUND,SOLITAIRE,WHITE GOLD,WHITE GOLD,Wedding Bands Company,Cathedral Round Solitaire Engagement Ring,"18k white gold classic solitaire engagement ring,designed to elegantly complement your choice of center diamond",Cathedral Round Solitaire Engagement Ring,7,,http://weddingbandscompany.com/images/products/display/CathedralStyleRoundSolitaireEngagementRing121557.jpg,,,9,1,3,3
137,0.5,3383.57,Very Good,3,VVS2,5,D,7,ROUND,SOLITAIRE,WHITE GOLD,WHITE GOLD,Wedding Bands Company,Cathedral Round Solitaire Engagement Ring,"18k white gold classic solitaire engagement ring,designed to elegantly complement your choice of center diamond",Cathedral Round Solitaire Engagement Ring,7,,http://weddingbandscompany.com/images/products/display/CathedralStyleRoundSolitaireEngagementRing121557.jpg,,,48,1,3,3
138,0.66,3457.56,Good,2,VVS2,5,F,5,ROUND,SOLITAIRE,WHITE GOLD,WHITE GOLD,Wedding Bands Company,Cathedral Round Solitaire Engagement Ring,"18k white gold classic solitaire engagement ring,designed to elegantly complement your choice of center diamond",Cathedral Round Solitaire Engagement Ring,7,,http://weddingbandscompany.com/images/products/display/CathedralStyleRoundSolitaireEngagementRing121557.jpg,,,82,1,3,3
139,0.51,3583.78,Very Good,3,VVS1,6,E,6,ROUND,SOLITAIRE,WHITE GOLD,WHITE GOLD,Wedding Bands Company,Cathedral Round Solitaire Engagement Ring,"18k white gold classic solitaire engagement ring,designed to elegantly complement your choice of center diamond",Cathedral Round Solitaire Engagement Ring,7,,http://weddingbandscompany.com/images/products/display/CathedralStyleRoundSolitaireEngagementRing121557.jpg,,,4,1,3,3
140,0.55,3679.47,Very Good,3,IF,7,F,5,ROUND,SOLITAIRE,WHITE GOLD,WHITE GOLD,Wedding Bands Company,Cathedral Round Solitaire Engagement Ring,"18k white gold classic solitaire engagement ring,designed to elegantly complement your choice of center diamond",Cathedral Round Solitaire Engagement Ring,7,,http://weddingbandscompany.com/images/products/display/CathedralStyleRoundSolitaireEngagementRing121557.jpg,,,8,1,3,3
141,0.75,5500.99,Very Good,3,VVS2,5,E,6,ROUND,SOLITAIRE,WHITE GOLD,WHITE GOLD,Wedding Bands Company,Cathedral Round Solitaire Engagement Ring,"18k white gold classic solitaire engagement ring,designed to elegantly complement your choice of center diamond",Cathedral Round Solitaire Engagement Ring,7,,http://weddingbandscompany.com/images/products/display/CathedralStyleRoundSolitaireEngagementRing121557.jpg,,,18,1,3,3
142,0.7,5872.24,Good,2,VVS1,6,D,7,ROUND,SOLITAIRE,WHITE GOLD,WHITE GOLD,Wedding Bands Company,Cathedral Round Solitaire Engagement Ring,"18k white gold classic solitaire engagement ring,designed to elegantly complement your choice of center diamond",Cathedral Round Solitaire Engagement Ring,7,,http://weddingbandscompany.com/images/products/display/CathedralStyleRoundSolitaireEngagementRing121557.jpg,,,90,1,3,3
143,0.8,5919.33,Very Good,3,VVS1,6,E,6,ROUND,SOLITAIRE,WHITE GOLD,WHITE GOLD,Wedding Bands Company,Cathedral Round Solitaire Engagement Ring,"18k white gold classic solitaire engagement ring,designed to elegantly complement your choice of center diamond",Cathedral Round Solitaire Engagement Ring,7,,http://weddingbandscompany.com/images/products/display/CathedralStyleRoundSolitaireEngagementRing121557.jpg,,,8,1,3,3
144,0.82,5954.74,Very Good,3,VVS1,6,E,6,ROUND,SOLITAIRE,WHITE GOLD,WHITE GOLD,Wedding Bands Company,Cathedral Round Solitaire Engagement Ring,"18k white gold classic solitaire engagement ring,designed to elegantly complement your choice of center diamond",Cathedral Round Solitaire Engagement Ring,7,,http://weddingbandscompany.com/images/products/display/CathedralStyleRoundSolitaireEngagementRing121557.jpg,,,52,1,3,3
145,0.77,6079.7,Excellent,4,VVS1,6,F,5,ROUND,SOLITAIRE,WHITE GOLD,WHITE GOLD,Wedding Bands Company,Cathedral Round Solitaire Engagement Ring,"18k white gold classic solitaire engagement ring,designed to elegantly complement your choice of center diamond",Cathedral Round Solitaire Engagement Ring,7,,http://weddingbandscompany.com/images/products/display/CathedralStyleRoundSolitaireEngagementRing121557.jpg,,,78,1,3,3
146,0.9,8398.6,Good,2,VVS2,5,E,6,ROUND,SOLITAIRE,WHITE GOLD,WHITE GOLD,Wedding Bands Company,Cathedral Round Solitaire Engagement Ring,"18k white gold classic solitaire engagement ring,designed to elegantly complement your choice of center diamond",Cathedral Round Solitaire Engagement Ring,7,,http://weddingbandscompany.com/images/products/display/CathedralStyleRoundSolitaireEngagementRing121557.jpg,,,86,1,3,3
147,0.91,8464.65,Very Good,3,IF,7,F,5,ROUND,SOLITAIRE,WHITE GOLD,WHITE GOLD,Wedding Bands Company,Cathedral Round Solitaire Engagement Ring,"18k white gold classic solitaire engagement ring,designed to elegantly complement your choice of center diamond",Cathedral Round Solitaire Engagement Ring,7,,http://weddingbandscompany.com/images/products/display/CathedralStyleRoundSolitaireEngagementRing121557.jpg,,,30,1,3,3
148,1.01,10466.42,Very Good,3,VVS2,5,F,5,ROUND,SOLITAIRE,WHITE GOLD,WHITE GOLD,Wedding Bands Company,Cathedral Round Solitaire Engagement Ring,"18k white gold classic solitaire engagement ring,designed to elegantly complement your choice of center diamond",Cathedral Round Solitaire Engagement Ring,7,,http://weddingbandscompany.com/images/products/display/CathedralStyleRoundSolitaireEngagementRing121557.jpg,,,11,1,3,3
149,1.01,10551.11,Very Good,3,VVS2,5,F,5,ROUND,SOLITAIRE,WHITE GOLD,WHITE GOLD,Wedding Bands Company,Cathedral Round Solitaire Engagement Ring,"18k white gold classic solitaire engagement ring,designed to elegantly complement your choice of center diamond",Cathedral Round Solitaire Engagement Ring,7,,http://weddingbandscompany.com/images/products/display/CathedralStyleRoundSolitaireEngagementRing121557.jpg,,,47,1,3,3
150,1.01,10551.11,Good,2,VVS2,5,F,5,ROUND,SOLITAIRE,WHITE GOLD,WHITE GOLD,Wedding Bands Company,Cathedral Round Solitaire Engagement Ring,"18k white gold classic solitaire engagement ring,designed to elegantly complement your choice of center diamond",Cathedral Round Solitaire Engagement Ring,7,,http://weddingbandscompany.com/images/products/display/CathedralStyleRoundSolitaireEngagementRing121557.jpg,,,62,1,3,3
151,0.4,3492.4,Very Good,3,IF,7,F,5,ROUND,SOLITAIRE,PLATINUM,PLATINUM,Wedding Bands Company,Cathedral Round Solitaire Engagement Ring,"Platinum classic solitaire engagement ring,designed to elegantly complement your choice of center diamond",Cathedral Round Solitaire Engagement Ring,7,,http://weddingbandscompany.com/images/products/display/CathedralStyleRoundSolitaireEngagementRing121557.jpg,,,10,1,3,3
152,0.4,3492.4,Very Good,3,VVS2,5,D,7,ROUND,SOLITAIRE,PLATINUM,PLATINUM,Wedding Bands Company,Cathedral Round Solitaire Engagement Ring,"Platinum classic solitaire engagement ring,designed to elegantly complement your choice of center diamond",Cathedral Round Solitaire Engagement Ring,7,,http://weddingbandscompany.com/images/products/display/CathedralStyleRoundSolitaireEngagementRing121557.jpg,,,21,1,3,3
153,0.4,3575.09,Very Good,3,IF,7,F,5,ROUND,SOLITAIRE,PLATINUM,PLATINUM,Wedding Bands Company,Cathedral Round Solitaire Engagement Ring,"Platinum classic solitaire engagement ring,designed to elegantly complement your choice of center diamond",Cathedral Round Solitaire Engagement Ring,7,,http://weddingbandscompany.com/images/products/display/CathedralStyleRoundSolitaireEngagementRing121557.jpg,,,13,1,3,3
154,0.41,3698.09,Excellent,4,VVS1,6,E,6,ROUND,SOLITAIRE,PLATINUM,PLATINUM,Wedding Bands Company,Cathedral Round Solitaire Engagement Ring,"Platinum classic solitaire engagement ring,designed to elegantly complement your choice of center diamond",Cathedral Round Solitaire Engagement Ring,7,,http://weddingbandscompany.com/images/products/display/CathedralStyleRoundSolitaireEngagementRing121557.jpg,,,29,1,3,3
155,0.4,3699.12,Very Good,3,VVS1,6,E,6,ROUND,SOLITAIRE,PLATINUM,PLATINUM,Wedding Bands Company,Cathedral Round Solitaire Engagement Ring,"Platinum classic solitaire engagement ring,designed to elegantly complement your choice of center diamond",Cathedral Round Solitaire Engagement Ring,7,,http://weddingbandscompany.com/images/products/display/CathedralStyleRoundSolitaireEngagementRing121557.jpg,,,32,1,3,3
156,0.42,3705.84,Excellent,4,VVS2,5,D,7,ROUND,SOLITAIRE,PLATINUM,PLATINUM,Wedding Bands Company,Cathedral Round Solitaire Engagement Ring,"Platinum classic solitaire engagement ring,designed to elegantly complement your choice of center diamond",Cathedral Round Solitaire Engagement Ring,7,,http://weddingbandscompany.com/images/products/display/CathedralStyleRoundSolitaireEngagementRing121557.jpg,,,15,1,3,3
157,0.5,4701.69,Very Good,3,VVS2,5,D,7,ROUND,SOLITAIRE,PLATINUM,PLATINUM,Wedding Bands Company,Cathedral Round Solitaire Engagement Ring,"Platinum classic solitaire engagement ring,designed to elegantly complement your choice of center diamond",Cathedral Round Solitaire Engagement Ring,7,,http://weddingbandscompany.com/images/products/display/CathedralStyleRoundSolitaireEngagementRing121557.jpg,,,15,1,3,3
158,0.66,4775.68,Good,2,VVS2,5,F,5,ROUND,SOLITAIRE,PLATINUM,PLATINUM,Wedding Bands Company,Cathedral Round Solitaire Engagement Ring,"Platinum classic solitaire engagement ring,designed to elegantly complement your choice of center diamond",Cathedral Round Solitaire Engagement Ring,7,,http://weddingbandscompany.com/images/products/display/CathedralStyleRoundSolitaireEngagementRing121557.jpg,,,73,1,3,3
159,0.51,4901.9,Very Good,3,VVS1,6,E,6,ROUND,SOLITAIRE,PLATINUM,PLATINUM,Wedding Bands Company,Cathedral Round Solitaire Engagement Ring,"Platinum classic solitaire engagement ring,designed to elegantly complement your choice of center diamond",Cathedral Round Solitaire Engagement Ring,7,,http://weddingbandscompany.com/images/products/display/CathedralStyleRoundSolitaireEngagementRing121557.jpg,,,76,1,3,3
160,0.55,4997.59,Very Good,3,IF,7,F,5,ROUND,SOLITAIRE,PLATINUM,PLATINUM,Wedding Bands Company,Cathedral Round Solitaire Engagement Ring,"Platinum classic solitaire engagement ring,designed to elegantly complement your choice of center diamond",Cathedral Round Solitaire Engagement Ring,7,,http://weddingbandscompany.com/images/products/display/CathedralStyleRoundSolitaireEngagementRing121557.jpg,,,14,1,3,3
161,0.75,6819.11,Very Good,3,VVS2,5,E,6,ROUND,SOLITAIRE,PLATINUM,PLATINUM,Wedding Bands Company,Cathedral Round Solitaire Engagement Ring,"Platinum classic solitaire engagement ring,designed to elegantly complement your choice of center diamond",Cathedral Round Solitaire Engagement Ring,7,,http://weddingbandscompany.com/images/products/display/CathedralStyleRoundSolitaireEngagementRing121557.jpg,,,22,1,3,3
